"pcc_factor_unit","moderator","moderator_class","estimate","se","tval","df","pval","ci.lb","ci.ub","beta","se.1","ci.lb.1","ci.ub.1","tval.1","pval.1","df.1","factor_sub_class","significance2"
"Access to irrigation (1= yes)","m_intervention_recla2","Crop rotation",-0.0358439414609915,0.139324753391875,-0.257269010627093,12,0.801329542677019,-0.339406501641432,0.267718618719449,-0.0358439414609915,0.139324753391875,-0.339406501641432,0.267718618719449,-0.257269010627093,0.801329542677019,12,"Physical capital","no_significant_negative"
"Access to irrigation (1= yes)","m_intervention_recla2","Embedded seminatural habitats",0.0633382961515797,0.159678410591959,0.39666161453369,12,0.698580595856199,-0.284571073467051,0.411247665770211,0.0633382961515797,0.159678410591959,-0.284571073467051,0.411247665770211,0.39666161453369,0.698580595856199,12,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","m_intervention_recla2","Intercropping",-0.234649674904339,0.136907792460515,-1.71392490293796,12,0.112230939735375,-0.532946129598727,0.0636467797900499,-0.234649674904339,0.136907792460515,-0.532946129598727,0.0636467797900499,-1.71392490293796,0.112230939735375,12,"Physical capital","no_significant_negative"
"Household is native (1= yes)","m_intervention_recla2","Agro-silvopasture",-0.199669469592368,0.0962111824016061,-2.0753249737531,10,0.0647033406960679,-0.414041343096925,0.0147024039121887,-0.199669469592368,0.0962111824016061,-0.414041343096925,0.0147024039121887,-2.0753249737531,0.0647033406960679,10,"Socio-demographic","no_significant_negative"
"Household is native (1= yes)","m_intervention_recla2","Agroforestry",0.0526409763909852,0.0465301237110632,1.13133110751797,10,0.284316879026461,-0.0510346000373626,0.156316552819333,0.0526409763909852,0.0465301237110632,-0.0510346000373626,0.156316552819333,1.13133110751797,0.284316879026461,10,"Socio-demographic","no_significant_positive"
"Household is native (1= yes)","m_intervention_recla2","Combined systems",0.0657968921665094,0.141408575314277,0.46529633737047,10,0.651686917250069,-0.249281048495259,0.380874832828278,0.0657968921665094,0.141408575314277,-0.249281048495259,0.380874832828278,0.46529633737047,0.651686917250069,10,"Socio-demographic","no_significant_positive"
"Household is native (1= yes)","m_intervention_recla2","Embedded seminatural habitats",-0.0184722063654932,0.128666000517893,-0.143567114009457,10,0.888694162912801,-0.305157921049098,0.268213508318111,-0.0184722063654932,0.128666000517893,-0.305157921049098,0.268213508318111,-0.143567114009457,0.888694162912801,10,"Socio-demographic","no_significant_negative"
"Household is native (1= yes)","m_intervention_recla2","Fallow",0.0163073841299537,0.128676532823957,0.126731609657714,10,0.901664829615462,-0.270401797993992,0.303016566253899,0.0163073841299537,0.128676532823957,-0.270401797993992,0.303016566253899,0.126731609657714,0.901664829615462,10,"Socio-demographic","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Agro-silvopasture",0.104957546859407,0.149851708412413,0.700409411219713,55,0.486624108308652,-0.195351987651457,0.40526708137027,0.104957546859407,0.149851708412413,-0.195351987651457,0.40526708137027,0.700409411219713,0.486624108308652,55,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Agroforestry",0.105051422538918,0.0745132092786125,1.4098362365003,55,0.164218066099345,-0.0442763858020172,0.254379230879854,0.105051422538918,0.0745132092786125,-0.0442763858020172,0.254379230879854,1.4098362365003,0.164218066099345,55,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Combined systems",-0.0246097152865312,0.1109430332206,-0.221822989439969,55,0.825273269799397,-0.246944522254548,0.197725091681486,-0.0246097152865312,0.1109430332206,-0.246944522254548,0.197725091681486,-0.221822989439969,0.825273269799397,55,"Physical capital","no_significant_negative"
"Land tenure (1= owned)","m_intervention_recla2","Cover crops",0.287514358724219,0.171790108749467,1.67363744523568,55,0.0998806578745723,-0.0567607125358263,0.631789429984264,0.287514358724219,0.171790108749467,-0.0567607125358263,0.631789429984264,1.67363744523568,0.0998806578745723,55,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Crop rotation",0.027186387310421,0.0763269012487673,0.356183558688098,55,0.723065807036943,-0.125776140961797,0.180148915582639,0.027186387310421,0.0763269012487673,-0.125776140961797,0.180148915582639,0.356183558688098,0.723065807036943,55,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Embedded seminatural habitats",0.186815756608512,0.153428014126724,1.21761177495403,55,0.228569806359712,-0.120660854712562,0.494292367929586,0.186815756608512,0.153428014126724,-0.120660854712562,0.494292367929586,1.21761177495403,0.228569806359712,55,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Fallow",0.0120297347720794,0.170736736199506,0.0704577997673719,55,0.944084855286753,-0.330134330724357,0.354193800268515,0.0120297347720794,0.170736736199506,-0.330134330724357,0.354193800268515,0.0704577997673719,0.944084855286753,55,"Physical capital","no_significant_positive"
"Land tenure (1= owned)","m_intervention_recla2","Intercropping",0.158663690400072,0.0890182683451082,1.78237224054911,55,0.0802085138606533,-0.0197329058943749,0.33706028669452,0.158663690400072,0.0890182683451082,-0.0197329058943749,0.33706028669452,1.78237224054911,0.0802085138606533,55,"Physical capital","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Agro-silvopasture",0.106153148245947,0.110452414332484,0.961075852325005,59,0.340436361190794,-0.114861622332044,0.327167918823938,0.106153148245947,0.110452414332484,-0.114861622332044,0.327167918823938,0.961075852325005,0.340436361190794,59,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Agroforestry",0.100262851706273,0.0563263124109759,1.78003578460314,59,0.0802197049411857,-0.0124458390928456,0.212971542505391,0.100262851706273,0.0563263124109759,-0.0124458390928456,0.212971542505391,1.78003578460314,0.0802197049411857,59,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Combined systems",0.0272444175525046,0.177736411573332,0.153285515957791,59,0.878696189974751,-0.328405320523727,0.382894155628736,0.0272444175525046,0.177736411573332,-0.328405320523727,0.382894155628736,0.153285515957791,0.878696189974751,59,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Cover crops",0.188742584773125,0.107357199509626,1.75808036755095,59,0.0839202879084874,-0.0260786752501373,0.403563844796387,0.188742584773125,0.107357199509626,-0.0260786752501373,0.403563844796387,1.75808036755095,0.0839202879084874,59,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Crop rotation",0.1012314673103,0.0549209458402568,1.8432214842902,59,0.0703214039325928,-0.00866509147629022,0.21112802609689,0.1012314673103,0.0549209458402568,-0.00866509147629022,0.21112802609689,1.8432214842902,0.0703214039325928,59,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Embedded seminatural habitats",-0.114253711362271,0.0985091005166844,-1.15982899816368,59,0.250790557032214,-0.311369966195789,0.0828625434712471,-0.114253711362271,0.0985091005166844,-0.311369966195789,0.0828625434712471,-1.15982899816368,0.250790557032214,59,"Technical information","no_significant_negative"
"Farming experience (continuous)","m_intervention_recla2","Fallow",0.0805841848632893,0.240640700557312,0.33487346353572,59,0.738908204016809,-0.400936744731816,0.562105114458394,0.0805841848632893,0.240640700557312,-0.400936744731816,0.562105114458394,0.33487346353572,0.738908204016809,59,"Technical information","no_significant_positive"
"Farming experience (continuous)","m_intervention_recla2","Intercropping",0.107953645746121,0.0806449413892733,1.33862885738894,59,0.18582702192355,-0.0534165092400138,0.269323800732256,0.107953645746121,0.0806449413892733,-0.0534165092400138,0.269323800732256,1.33862885738894,0.18582702192355,59,"Technical information","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Agro-aquaculture",0.0794067042696223,0.216172764713005,0.367329827025361,60,0.714665501015366,-0.353003206164603,0.511816614703848,0.0794067042696223,0.216172764713005,-0.353003206164603,0.511816614703848,0.367329827025361,0.714665501015366,60,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Agro-silvopasture",0.00441095871115716,0.212710938357597,0.0207368682833871,60,0.983524366955181,-0.421074268004153,0.429896185426468,0.00441095871115716,0.212710938357597,-0.421074268004153,0.429896185426468,0.0207368682833871,0.983524366955181,60,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Agroforestry",0.0286870149969904,0.0455416461275189,0.629907292254332,60,0.531146824569743,-0.0624098405628298,0.119783870556811,0.0286870149969904,0.0455416461275189,-0.0624098405628298,0.119783870556811,0.629907292254332,0.531146824569743,60,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Combined systems",7.04739229769468e-05,0.108477220824922,0.000649665638933441,60,0.999483797086753,-0.216916274631274,0.217057222477228,7.04739229769468e-05,0.108477220824922,-0.216916274631274,0.217057222477228,0.000649665638933441,0.999483797086753,60,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Cover crops",-0.647155973223955,0.121990539409851,-5.30496853571331,60,1.71417051080243e-06,-0.891173383511825,-0.403138562936085,-0.647155973223955,0.121990539409851,-0.891173383511825,-0.403138562936085,-5.30496853571331,1.71417051080243e-06,60,"Financial capital","significant_negative"
"Access to credit (1= yes)","m_intervention_recla2","Crop rotation",0.0403535004745099,0.0497828270731787,0.81059077691976,60,0.420804317956443,-0.0592269800936819,0.139933981042702,0.0403535004745099,0.0497828270731787,-0.0592269800936819,0.139933981042702,0.81059077691976,0.420804317956443,60,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Embedded seminatural habitats",-0.0275085596262709,0.15476044915081,-0.177749287865303,60,0.859518618524129,-0.337075548996584,0.282058429744042,-0.0275085596262709,0.15476044915081,-0.337075548996584,0.282058429744042,-0.177749287865303,0.859518618524129,60,"Financial capital","no_significant_negative"
"Access to credit (1= yes)","m_intervention_recla2","Fallow",0.0826177453295725,0.15180914948357,0.544221119811452,60,0.588306157820548,-0.22104576574425,0.386281256403395,0.0826177453295725,0.15180914948357,-0.22104576574425,0.386281256403395,0.544221119811452,0.588306157820548,60,"Financial capital","no_significant_positive"
"Access to credit (1= yes)","m_intervention_recla2","Intercropping",-0.021128695346211,0.0573139284871045,-0.368648527573275,60,0.713687329247362,-0.135773621670047,0.0935162309776251,-0.021128695346211,0.0573139284871045,-0.135773621670047,0.0935162309776251,-0.368648527573275,0.713687329247362,60,"Financial capital","no_significant_negative"
"Access to credit (1= yes)","m_intervention_recla2","Rotational grazing",0.152143200602167,0.216524451955632,0.702660596657889,60,0.484984634798116,-0.280970189057515,0.585256590261849,0.152143200602167,0.216524451955632,-0.280970189057515,0.585256590261849,0.702660596657889,0.484984634798116,60,"Financial capital","no_significant_positive"
"Access to training (1= yes)","m_intervention_recla2","Agro-silvopasture",-0.0492781643992842,0.0786565770054723,-0.626497697654144,26,0.536450935761449,-0.210959073976913,0.112402745178344,-0.0492781643992842,0.0786565770054723,-0.210959073976913,0.112402745178344,-0.626497697654144,0.536450935761449,26,"Technical information","no_significant_negative"
"Access to training (1= yes)","m_intervention_recla2","Agroforestry",0.125046659671484,0.0380549857432246,3.28594682744686,26,0.00290900636096388,0.0468235161891514,0.203269803153818,0.125046659671484,0.0380549857432246,0.0468235161891514,0.203269803153818,3.28594682744686,0.00290900636096388,26,"Technical information","significant_positive"
"Access to training (1= yes)","m_intervention_recla2","Combined systems",0.139070760816726,0.0630853161733771,2.20448702253498,26,0.036541480840487,0.00939703627625607,0.268744485357196,0.139070760816726,0.0630853161733771,0.00939703627625607,0.268744485357196,2.20448702253498,0.036541480840487,26,"Technical information","significant_positive"
"Access to training (1= yes)","m_intervention_recla2","Cover crops",0.0840556426436047,0.0835609295638379,1.00592038746277,26,0.323724446341308,-0.0877063079952277,0.255817593282437,0.0840556426436047,0.0835609295638379,-0.0877063079952277,0.255817593282437,1.00592038746277,0.323724446341308,26,"Technical information","no_significant_positive"
"Access to training (1= yes)","m_intervention_recla2","Crop rotation",0.0298414821303208,0.0360589846265519,0.827574110568469,26,0.415443354049995,-0.0442788222971275,0.103961786557769,0.0298414821303208,0.0360589846265519,-0.0442788222971275,0.103961786557769,0.827574110568469,0.415443354049995,26,"Technical information","no_significant_positive"
"Access to training (1= yes)","m_intervention_recla2","Embedded seminatural habitats",0.0822853443004739,0.143780080481726,0.572300029494919,26,0.572034581538958,-0.213258843820156,0.377829532421104,0.0822853443004739,0.143780080481726,-0.213258843820156,0.377829532421104,0.572300029494919,0.572034581538958,26,"Technical information","no_significant_positive"
"Access to training (1= yes)","m_intervention_recla2","Fallow",0.013846167110777,0.072337993208571,0.191409334108213,26,0.849691854989385,-0.134846707461789,0.162539041683343,0.013846167110777,0.072337993208571,-0.134846707461789,0.162539041683343,0.191409334108213,0.849691854989385,26,"Technical information","no_significant_positive"
