"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class.x","x_metric_recla2","pcc_unit","logor_unit","n_articles","pcc","logor","pcc_factor_unit","ES_ID","yi","vi","factor_sub_class.y","AIC.three_level","AIC.within","AIC.between","LRT.pval.within","LRT.pval.between","best_model"
391,1,"nd","Ghana","integrated crop-livestock",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","market information","access to agricultural information","1= access to market information, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"Cragg two-step regression model -Step 1 Probit","probit","B",0.17,0.17,"SE","0.36",0.36,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",17,17,608,608,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","probit_B_SE",0.472222222222222,0.272,0.576,"Africa","Western Africa","Developing regions","Agro-silvopasture",1,1,"7",1,1,2016,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",341,0.0194374083344609,0.00169076906439429,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
406,1,"nd","Myanmar","crop rotation and intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Information-Radio","access to agricultural information","1= Farmers who received climate information via radio, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",0.847,0.847,"P","0.46600000000000003",0.466,"na",NA,"na",NA,"nd",NA,"0.46600000000000003",0.466,"nd",12,12,212,212,"no limitation","access to agricultural information (1= yes, 0= no)","B_P","logit_B_P",0.729002717805219,0.847,1.16186123770571,"Asia","South-eastern Asia","Developing regions","Combined systems",1,1,"nd",1,1,2014,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",345,0.0516087658433705,0.0049734008231026,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
406,1,"nd","Myanmar","crop rotation and intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farmers who received extension service from government organizations","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",2.197,2.197,"P","7.8E-2",0.078,"na",NA,"na",NA,"nd",NA,"7.8E-2",0.078,"nd",12,12,212,212,"no limitation","access to agricultural extension (1= yes, 0= no)","B_P","logit_B_P",1.76241029786239,2.197,1.24658826759281,"Asia","South-eastern Asia","Developing regions","Combined systems",1,1,"nd",1,1,2014,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",347,0.123970205640543,0.00484749485229101,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
409,1,"Corn","USA","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Count for all Cattle & Calves","units of livestock","log(livestock units)","log(number of animals)","continuous","none",NA,"Fixed effect model","other","B",0.34,0.34,"SE","0.02",0.02,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",11,11,2316,2316,"no limitation","units of livestock (log(number of animals))","B_SE","other_B_SE",17,NA,NA,"Northern America","Northern America","Developed regions","Crop rotation",1,1,"nd",1,1,2012,"Physical capital","Livestock units","continuous",NA,1,1,"-","Livestock units (continuous)",350,0.333847142244594,0.000342522406187396,"Physical capital",-52.6923,-13.7226,-17.2244,"LRT = 40.9696, p < 0.0001","LRT = 37.4679, p = 0","Three-level"
409,1,"Corn","USA","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Gross farm revenue (USD)","h on-farm income","log(USD)","log(USD)","continuous","none",NA,"Fixed effect model","other","B",-0.24,-0.24,"SE","7.0000000000000007E-2",0.07,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",11,11,2316,2316,"no limitation","h on-farm income (log(USD))","B_SE","other_B_SE",-3.42857142857143,NA,NA,"Northern America","Northern America","Developed regions","Crop rotation",1,1,"nd",1,1,2012,"Financial capital","On-farm income","continuous",NA,2,1,"-","On-farm income (continuous)",352,-0.0712470499879097,0.000429446196509755,"Financial capital",-15.5528,57.906,-5.5393,"LRT = 75.4587, p < 0.0001","LRT = 12.0135, p = 5e-04","Three-level"
430,1,"nd","Benin","integrated crop-livestock",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farm size","farm size","ha","ha","continuous","none",NA,"multinomial logit model","logit","B",-0.002,-0.002,"P","0.996",0.996,"na",NA,"na",NA,"nd",NA,"0.996",0.996,"nd",6,6,120,120,"no limitation","farm size (ha)","B_P","logit_B_P",-0.00501327754892666,-0.002,0.398940609308216,"Africa","Western Africa","Developing regions","Agro-silvopasture",1,1,"4.74",1,1,NA,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",354,-0.000471609428480807,0.00877192592253635,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
430,1,"nd","Benin","integrated crop-livestock",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Percentage of farm income","h on-farm income","percentage","percentage of on-farm income","continuous","none",NA,"multinomial logit model","logit","B",-0.055,-0.055,"P","0.25700000000000001",0.257,"na",NA,"na",NA,"nd",NA,"0.25700000000000001",0.257,"nd",6,6,120,120,"no limitation","h on-farm income (percentage of on-farm income)","B_P","logit_B_P",-1.13351034349384,-0.055,0.0485218333610194,"Africa","Western Africa","Developing regions","Agro-silvopasture",1,1,"4.74",1,1,NA,"Financial capital","On-farm income","continuous","percentage",5,2,"2","On-farm income (continuous)",355,-0.106030586667135,0.00857580195489446,"Financial capital",-15.5528,57.906,-5.5393,"LRT = 75.4587, p < 0.0001","LRT = 12.0135, p = 5e-04","Three-level"
430,1,"nd","Benin","integrated crop-livestock",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","farmers' organization","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",-0.183,-0.183,"P","0.877",0.877,"na",NA,"na",NA,"nd",NA,"0.877",0.877,"nd",6,6,120,120,"no limitation","hh association member (1= yes, 0= no)","B_P","logit_B_P",-0.154773352063657,-0.183,1.18237408158436,"Africa","Western Africa","Developing regions","Agro-silvopasture",1,1,"4.74",1,1,NA,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",358,-0.0145583091945055,0.00876821189637902,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
430,2,"nd","Benin","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Farm size","farm size","ha","ha","continuous","none",NA,"multinomial logit model","logit","B",0.603,0.603,"P","0.13900000000000001",0.139,"na",NA,"na",NA,"nd",NA,"0.13900000000000001",0.139,"nd",6,6,120,120,"no limitation","farm size (ha)","B_P","logit_B_P",1.47952520508066,0.603,0.407563181708098,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"4.74",1,1,NA,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",360,0.137853206990124,0.00844170280623786,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
430,2,"nd","Benin","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Percentage of farm income","h on-farm income","percentage","percentage of on-farm income","continuous","none",NA,"multinomial logit model","logit","B",-0.014,-0.014,"P","0.77100000000000002",0.771,"na",NA,"na",NA,"nd",NA,"0.77100000000000002",0.771,"nd",6,6,120,120,"no limitation","h on-farm income (percentage of on-farm income)","B_P","logit_B_P",-0.291067101912651,-0.014,0.048098874479471,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"4.74",1,1,NA,"Financial capital","On-farm income","continuous","percentage",5,2,"2","On-farm income (continuous)",361,-0.0273710310990205,0.00875879135591098,"Financial capital",-15.5528,57.906,-5.5393,"LRT = 75.4587, p < 0.0001","LRT = 12.0135, p = 5e-04","Three-level"
430,2,"nd","Benin","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","farmers' organization","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",-1.607,-1.607,"P","0.23",0.23,"na",NA,"na",NA,"nd",NA,"0.23",0.23,"nd",6,6,120,120,"no limitation","hh association member (1= yes, 0= no)","B_P","logit_B_P",-1.20035885803086,-1.607,1.33876631079827,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"4.74",1,1,NA,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",364,-0.112207152840173,0.00855243534221089,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
433,1,"Tea","India","agroforestry","shaded perennial crop systems",NA,NA,NA,"diversity adoption (1=yes, 0=no)","Information on climate change","access to agricultural information","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"multinomial logit model","logit","B",2.469,2.469,"P","7.3999999999999996E-2",0.074,"na",NA,"na",NA,"nd",NA,"7.3999999999999996E-2",0.074,"nd",6,6,50,50,"no limitation","access to agricultural information (1= yes, 0= no)","B_P","logit_B_P",1.78661336549347,2.469,1.38194421226556,"Asia","Southern Asia","Developing regions","Agroforestry",1,0,"322",1,1,2015,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",365,0.262873770799336,0.0196947712103605,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
442,1,"Rubber","Thailand","agroforestry","alley cropping",NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","Land holding size (hectare)","farm size","ha","ha","continuous","none",NA,"logistic regression model","logit","B",0.055,0.055,"WS","3.79",3.79,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",14,14,200,200,"no limitation","farm size (ha)","B_WS","logit_B_WS",1.94679223339318,0.055,0.0282516023315633,"Asia","South-eastern Asia","Developing regions","Agroforestry",1,1,"nd",1,1,2010,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",371,0.141687034863099,0.00516264829352022,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
443,1,"Cereals","Zimbabwe","crop rotation and intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Distance to the nearest main crop market in kilometers","distance to market","km","km","continuous","none",NA,"probit regression model","probit","B",-0.001,-0.001,"SE","1E-3",0.001,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",25,25,538,538,"no limitation","distance to market (km)","B_SE","probit_B_SE",-1,-0.0016,0.0016,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"2.3439999999999999",1,1,NA,"Accessibility","Distance market","continuous","km",13,1,"1","Distance market (continuous)",381,-0.0441510785688348,0.00194172546659272,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
443,1,"Cereals","Zimbabwe","crop rotation and intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Extension dum","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.384,0.384,"SE","0.13700000000000001",0.137,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",25,25,538,538,"no limitation","access to agricultural extension (1= yes, 0= no)","B_SE","probit_B_SE",2.8029197080292,0.6144,0.2192,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"2.3439999999999999",1,1,NA,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",382,0.122933140631992,0.00189084459113016,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
443,1,"Cereals","Zimbabwe","crop rotation and intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","info output price","access to agricultural information","1 if farmer has information regarding  output prices in the market; 0 otherwise","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.37,0.37,"SE","0.154",0.154,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",25,25,538,538,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","probit_B_SE",2.4025974025974,0.592,0.2464,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"2.3439999999999999",1,1,NA,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",383,0.105587260917659,0.00190609542592433,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
452,1,"Maize","Zambia","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","household size","h size","number of people","number of people","continuous","none",NA,"probit regression model","probit","B",1e-04,1e-04,"SE","7.0000000000000001E-3",0.007,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",9,9,400,400,"no limitation","h size (number of people)","B_SE","probit_B_SE",0.0142857142857143,0.00016,0.0112,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"3.26",1,1,2016,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",388,0.000723385072933918,0.0025575420803794,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
452,1,"Maize","Zambia","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","land size","farm size","ha","ha","continuous","none",NA,"probit regression model","probit","B",0.008,0.008,"SE","8.9999999999999993E-3",0.009,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",9,9,400,400,"no limitation","farm size (ha)","B_SE","probit_B_SE",0.888888888888889,0.0128,0.0144,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"3.26",1,1,2016,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",390,0.0449651128779791,0.00254721321015643,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
452,1,"Maize","Zambia","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Household belongs to farming group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.039,0.039,"SE","4.9000000000000002E-2",0.049,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",9,9,400,400,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",0.795918367346939,0.0624,0.0784,"Africa","Eastern Africa","Developing regions","Intercropping",1,1,"3.26",1,1,2016,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",392,0.040270200539851,0.00254925639839473,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
452,2,"nd","Zambia","agroforestry",NA,"shrubs and trees",NA,"n fixing","diversity adoption (1=yes, 0=no)","household size","h size","number of people","number of people","continuous","none",NA,"probit regression model","probit","B",0.007,0.007,"SE","7.0000000000000001E-3",0.007,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",9,9,400,400,"no limitation","h size (number of people)","B_SE","probit_B_SE",1,0.0112,0.0112,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"3.26",1,1,2016,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",397,0.0505721737424174,0.00254447941565503,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
452,2,"nd","Zambia","agroforestry",NA,"shrubs and trees",NA,"n fixing","diversity adoption (1=yes, 0=no)","land size","farm size","ha","ha","continuous","none",NA,"probit regression model","probit","B",-0.003,-0.003,"SE","8.9999999999999993E-3",0.009,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",9,9,400,400,"no limitation","farm size (ha)","B_SE","probit_B_SE",-0.333333333333333,-0.0048,0.0144,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"3.26",1,1,2016,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",399,-0.0168765855505845,0.00255608808911061,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
452,2,"nd","Zambia","agroforestry",NA,"shrubs and trees",NA,"n fixing","diversity adoption (1=yes, 0=no)","Household belongs to farming group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.038,0.038,"SE","0",1e-04,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",9,9,400,400,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",380,0.0608,0.00016,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"3.26",1,1,2016,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",401,0.998652313778514,1.85556136081311e-08,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
458,4,"nd","Zambia","crop rotation",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","# Adults (age > 15)","h adult members","n of adults","number of people","continuous","none",NA,"multivariate probit model","probit","B",0.026,0.026,"P","0.111",0.111,"na",NA,"na",NA,"nd",NA,"0.111",0.111,"nd",27,27,8208,8208,"no limitation","h adult members (number of people)","B_P","probit_B_P",1.59371447792879,0.0416,0.0261025425671377,"Africa","Eastern Africa","Developing regions","Crop rotation",0,0,"3.0149999999999997",1,0,2006,"Social capital","Adults in household","continuous","number of people",15,1,"1","Adults in household (continuous)",403,0.0176183994173017,0.000122158572345321,"Social capital",1.054,167.3487,7.8341,"LRT = 168.2946, p < 0.0001","LRT = 8.7801, p = 0.003","Three-level"
458,4,"nd","Zambia","crop rotation",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Land per capita","farm size","ha","ha","continuous","none",NA,"multivariate probit model","probit","B",-0.003,-0.003,"P","0.88900000000000001",0.889,"na",NA,"na",NA,"nd",NA,"0.88900000000000001",0.889,"nd",27,27,8208,8208,"no limitation","farm size (ha)","B_P","probit_B_P",-0.139569677405137,-0.0048,0.0343914243354361,"Africa","Eastern Africa","Developing regions","Crop rotation",0,0,"3.0149999999999997",1,0,2006,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",406,-0.00154317047589263,0.000122233863495347,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
