"moderator","factor_sub_class","pcc_factor_unit","moderator_class","beta","ci.lb","ci.ub","tval","df","pval","f_test","significance2","significance"
"m_education_years","Physical capital","Farm size (continuous)","intrcpt",0.0043,-0.0665,0.0752,0.1246,30,0.9017,"QM (1, 52) = 0.911, p =0.3443","no_significant_positive","0.9017"
"m_education_years","Physical capital","Farm size (continuous)","",0.005,-0.0055,0.0155,0.9545,52,0.3443,"QM (1, 52) = 0.911, p =0.3443","no_significant_positive","0.3443"
"m_education_years","Physical capital","Livestock units (continuous)","intrcpt",0.034,-0.0879,0.1558,0.6134,11,0.5521,"QM (1, 22) = 2.4825, p =0.1294","no_significant_positive","0.5521"
"m_education_years","Physical capital","Livestock units (continuous)","",0.0102,-0.0032,0.0235,1.5756,22,0.1294,"QM (1, 22) = 2.4825, p =0.1294","no_significant_positive","0.1294"
"m_education_years","Social capital","Adults in household (continuous)","intrcpt",0.252,-0.0028,0.5067,2.7463,4,0.0516,"QM (1, 4) = 4.7681, p =0.0944","no_significant_positive","0.0516"
"m_education_years","Social capital","Adults in household (continuous)","",-0.032,-0.0727,0.0087,-2.1836,4,0.0944,"QM (1, 4) = 4.7681, p =0.0944","no_significant_negative","0.0944"
"m_education_years","Socio-demographic","Household size (continuous)","intrcpt",0.0663,0.0183,0.1142,2.8248,29,0.0085,"QM (1, 48) = 7.6536, p =0.008","significant_positive","0.0085**"
"m_education_years","Socio-demographic","Household size (continuous)","",-0.0101,-0.0174,-0.0027,-2.7665,48,0.008,"QM (1, 48) = 7.6536, p =0.008","significant_negative","0.008**"
"m_education_years","Social capital","Association member (1= yes)","intrcpt",0.1432,0.0329,0.2534,2.6696,26,0.0129,"QM (1, 50) = 1.9493, p =0.1688","significant_positive","0.0129*"
"m_education_years","Social capital","Association member (1= yes)","",-0.0107,-0.0262,0.0047,-1.3962,50,0.1688,"QM (1, 50) = 1.9493, p =0.1688","no_significant_negative","0.1688"
"m_education_years","Technical information","Access to extension (1= yes)","intrcpt",0.0105,-0.1769,0.1979,0.1179,18,0.9075,"QM (1, 33) = 4e-04, p =0.985","no_significant_positive","0.9075"
"m_education_years","Technical information","Access to extension (1= yes)","",-3e-04,-0.0274,0.0269,-0.019,33,0.985,"QM (1, 33) = 4e-04, p =0.985","no_significant_negative","0.985"
"m_education_years","Accessibility","Distance farm-house (continuous)","intrcpt",-0.0801,-0.3602,0.2,-0.6595,8,0.5281,"QM (1, 19) = 0.0215, p =0.8849","no_significant_negative","0.5281"
"m_education_years","Accessibility","Distance farm-house (continuous)","",-0.0025,-0.038,0.033,-0.1467,19,0.8849,"QM (1, 19) = 0.0215, p =0.8849","no_significant_negative","0.8849"
"m_education_years","Accessibility","Distance market (continuous)","intrcpt",-0.0853,-0.5514,0.3808,-0.4703,5,0.6579,"QM (1, 5) = 0.0991, p =0.7656","no_significant_negative","0.6579"
"m_education_years","Accessibility","Distance market (continuous)","",-0.0123,-0.1132,0.0885,-0.3148,5,0.7656,"QM (1, 5) = 0.0991, p =0.7656","no_significant_negative","0.7656"
"m_education_years","Technical information","Access to information (1= yes)","intrcpt",0.0261,-0.0901,0.1423,0.5777,5,0.5885,"QM (1, 8) = 2.792, p =0.1333","no_significant_positive","0.5885"
"m_education_years","Technical information","Access to information (1= yes)","",0.0161,-0.0061,0.0383,1.6709,8,0.1333,"QM (1, 8) = 2.792, p =0.1333","no_significant_positive","0.1333"
"m_education_years","Financial capital","On-farm income (continuous)","intrcpt",0.0092,-0.1328,0.1512,0.206,3,0.85,"QM (1, 3) = 3.2063, p =0.1713","no_significant_positive","0.85"
"m_education_years","Financial capital","On-farm income (continuous)","",0.0145,-0.0112,0.0402,1.7906,3,0.1713,"QM (1, 3) = 3.2063, p =0.1713","no_significant_positive","0.1713"
"m_region","Socio-demographic","Gender (1= male)","Africa",-0.0069,-0.0432,0.0295,-0.3728,132,0.7099,"QM (5, 132) = 0.296, p =0.9144","no_significant_negative","0.7099"
"m_region","Socio-demographic","Gender (1= male)","Asia",0.0145,-0.0708,0.0999,0.3368,132,0.7368,"QM (5, 132) = 0.296, p =0.9144","no_significant_positive","0.7368"
"m_region","Socio-demographic","Gender (1= male)","Europe",0.0728,-0.1149,0.2604,0.7669,132,0.4445,"QM (5, 132) = 0.296, p =0.9144","no_significant_positive","0.4445"
"m_region","Socio-demographic","Gender (1= male)","Latin America and the Caribbean",0.0637,-0.3107,0.438,0.3364,132,0.7371,"QM (5, 132) = 0.296, p =0.9144","no_significant_positive","0.7371"
"m_region","Socio-demographic","Gender (1= male)","Northern America",0.045,-0.0777,0.1678,0.7254,132,0.4695,"QM (5, 132) = 0.296, p =0.9144","no_significant_positive","0.4695"
"m_region","Socio-demographic","Age (continuous)","Africa",0.011,-0.026,0.0479,0.5855,159,0.559,"QM (5, 159) = 0.1328, p =0.9846","no_significant_positive","0.559"
"m_region","Socio-demographic","Age (continuous)","Asia",-0.0023,-0.0774,0.0727,-0.0615,159,0.951,"QM (5, 159) = 0.1328, p =0.9846","no_significant_negative","0.951"
"m_region","Socio-demographic","Age (continuous)","Europe",-0.0291,-0.2011,0.1428,-0.3348,159,0.7382,"QM (5, 159) = 0.1328, p =0.9846","no_significant_negative","0.7382"
"m_region","Socio-demographic","Age (continuous)","Latin America and the Caribbean",0.0869,-0.2973,0.4711,0.4468,159,0.6556,"QM (5, 159) = 0.1328, p =0.9846","no_significant_positive","0.6556"
"m_region","Socio-demographic","Age (continuous)","Northern America",0.0025,-0.0644,0.0695,0.0751,159,0.9402,"QM (5, 159) = 0.1328, p =0.9846","no_significant_positive","0.9402"
"m_region","Socio-demographic","Education (continuous)","Africa",0.0618,0.0181,0.1055,2.8004,127,0.0059,"QM (5, 127) = 1.9161, p =0.0961","significant_positive","0.0059**"
"m_region","Socio-demographic","Education (continuous)","Asia",0.0437,-0.0298,0.1171,1.176,127,0.2418,"QM (5, 127) = 1.9161, p =0.0961","no_significant_positive","0.2418"
"m_region","Socio-demographic","Education (continuous)","Europe",0.0334,-0.1703,0.2371,0.3242,127,0.7463,"QM (5, 127) = 1.9161, p =0.0961","no_significant_positive","0.7463"
"m_region","Socio-demographic","Education (continuous)","Latin America and the Caribbean",0.0345,-0.1532,0.2222,0.3638,127,0.7166,"QM (5, 127) = 1.9161, p =0.0961","no_significant_positive","0.7166"
"m_region","Socio-demographic","Education (continuous)","Northern America",-0.022,-0.1486,0.1047,-0.343,127,0.7321,"QM (5, 127) = 1.9161, p =0.0961","no_significant_negative","0.7321"
"m_region","Financial capital","Access to non-farm income (1= yes)","Africa",0.0397,0.003,0.0763,2.1699,56,0.0343,"QM (5, 56) = 0.9795, p =0.4384","significant_positive","0.0343*"
"m_region","Financial capital","Access to non-farm income (1= yes)","Asia",0.0037,-0.0565,0.0638,0.1222,56,0.9032,"QM (5, 56) = 0.9795, p =0.4384","no_significant_positive","0.9032"
"m_region","Financial capital","Access to non-farm income (1= yes)","Europe",-4e-04,-0.2485,0.2478,-0.0031,56,0.9976,"QM (5, 56) = 0.9795, p =0.4384","no_significant_negative","0.9976"
"m_region","Financial capital","Access to non-farm income (1= yes)","Latin America and the Caribbean",-0.0214,-0.1643,0.1216,-0.2997,56,0.7655,"QM (5, 56) = 0.9795, p =0.4384","no_significant_negative","0.7655"
"m_region","Financial capital","Access to non-farm income (1= yes)","Northern America",0.0148,-0.0872,0.1168,0.2902,56,0.7727,"QM (5, 56) = 0.9795, p =0.4384","no_significant_positive","0.7727"
"m_region","Technical information","Extension frequency (number of contacts)","Africa",0.2071,0.0669,0.3473,3.0724,21,0.0058,"QM (2, 21) = 5.9904, p =0.0087","significant_positive","0.0058**"
"m_region","Technical information","Extension frequency (number of contacts)","Asia",0.2314,-0.0705,0.5332,1.5941,21,0.1258,"QM (2, 21) = 5.9904, p =0.0087","no_significant_positive","0.1258"
"m_region","Physical capital","Access to irrigation (1= yes)","Africa",-0.0673,-0.2779,0.1433,-0.6903,13,0.5022,"QM (4, 13) = 0.2308, p =0.9161","no_significant_negative","0.5022"
"m_region","Physical capital","Access to irrigation (1= yes)","Asia",0.0699,-0.2936,0.4335,0.4155,13,0.6845,"QM (4, 13) = 0.2308, p =0.9161","no_significant_positive","0.6845"
"m_region","Physical capital","Access to irrigation (1= yes)","Latin America and the Caribbean",-0.0637,-0.6949,0.5676,-0.2179,13,0.8309,"QM (4, 13) = 0.2308, p =0.9161","no_significant_negative","0.8309"
"m_region","Physical capital","Access to irrigation (1= yes)","Northern America",-0.0685,-0.3794,0.2424,-0.4762,13,0.6419,"QM (4, 13) = 0.2308, p =0.9161","no_significant_negative","0.6419"
"m_region","Socio-demographic","Household is native (1= yes)","Africa",0.0228,-0.0535,0.0992,0.6511,12,0.5273,"QM (3, 12) = 3.7702, p =0.0407","no_significant_positive","0.5273"
"m_region","Socio-demographic","Household is native (1= yes)","Asia",0.041,-0.0756,0.1576,0.7661,12,0.4584,"QM (3, 12) = 3.7702, p =0.0407","no_significant_positive","0.4584"
"m_region","Socio-demographic","Household is native (1= yes)","Latin America and the Caribbean",-0.3745,-0.6288,-0.1203,-3.2093,12,0.0075,"QM (3, 12) = 3.7702, p =0.0407","significant_negative","0.0075**"
"m_region","Physical capital","Land tenure (1= owned)","Africa",0.0916,-0.0014,0.1847,1.9711,58,0.0535,"QM (5, 58) = 1.5883, p =0.1778","no_significant_positive","0.0535"
"m_region","Physical capital","Land tenure (1= owned)","Asia",0.0292,-0.1288,0.1873,0.3703,58,0.7125,"QM (5, 58) = 1.5883, p =0.1778","no_significant_positive","0.7125"
"m_region","Physical capital","Land tenure (1= owned)","Europe",0.2495,-0.0203,0.5193,1.851,58,0.0693,"QM (5, 58) = 1.5883, p =0.1778","no_significant_positive","0.0693"
"m_region","Physical capital","Land tenure (1= owned)","Latin America and the Caribbean",0.1371,-0.2876,0.5619,0.6461,58,0.5207,"QM (5, 58) = 1.5883, p =0.1778","no_significant_positive","0.5207"
"m_region","Physical capital","Land tenure (1= owned)","Northern America",0.0573,-0.3603,0.4748,0.2745,58,0.7847,"QM (5, 58) = 1.5883, p =0.1778","no_significant_positive","0.7847"
"m_region","Technical information","Farming experience (continuous)","Africa",0.0834,0.0054,0.1614,2.1368,63,0.0365,"QM (4, 63) = 3.2612, p =0.0171","significant_positive","0.0365*"
"m_region","Technical information","Farming experience (continuous)","Asia",0.1787,0.0558,0.3016,2.9063,63,0.005,"QM (4, 63) = 3.2612, p =0.0171","significant_positive","0.005**"
"m_region","Technical information","Farming experience (continuous)","Europe",-0.03,-0.368,0.3081,-0.177,63,0.86,"QM (4, 63) = 3.2612, p =0.0171","no_significant_negative","0.86"
"m_region","Technical information","Farming experience (continuous)","Northern America",0.0026,-0.1343,0.1394,0.0374,63,0.9702,"QM (4, 63) = 3.2612, p =0.0171","no_significant_positive","0.9702"
"m_region","Financial capital","Access to credit (1= yes)","Africa",0.008,-0.055,0.071,0.2542,67,0.8001,"QM (3, 67) = 1.015, p =0.3916","no_significant_positive","0.8001"
"m_region","Financial capital","Access to credit (1= yes)","Asia",-0.1311,-0.2937,0.0314,-1.6103,67,0.112,"QM (3, 67) = 1.015, p =0.3916","no_significant_negative","0.112"
"m_region","Financial capital","Access to credit (1= yes)","Latin America and the Caribbean",0.1521,-0.3357,0.64,0.6225,67,0.5357,"QM (3, 67) = 1.015, p =0.3916","no_significant_positive","0.5357"
"m_region","Technical information","Access to training (1= yes)","Africa",0.0928,0.0347,0.1508,3.2645,30,0.0027,"QM (4, 30) = 3.3448, p =0.0223","significant_positive","0.0027**"
"m_region","Technical information","Access to training (1= yes)","Asia",0.0345,-0.0322,0.1013,1.0566,30,0.2991,"QM (4, 30) = 3.3448, p =0.0223","no_significant_positive","0.2991"
"m_region","Technical information","Access to training (1= yes)","Europe",0.0946,-0.0625,0.2517,1.2295,30,0.2284,"QM (4, 30) = 3.3448, p =0.0223","no_significant_positive","0.2284"
"m_region","Technical information","Access to training (1= yes)","Northern America",0.0199,-0.1121,0.1518,0.3072,30,0.7608,"QM (4, 30) = 3.3448, p =0.0223","no_significant_positive","0.7608"
"m_region","Physical capital","Livestock owned (1= yes)","Africa",0.0412,-0.145,0.2274,0.4575,23,0.6516,"QM (4, 23) = 0.0699, p =0.9905","no_significant_positive","0.6516"
"m_region","Physical capital","Livestock owned (1= yes)","Asia",0.0094,-0.1951,0.2139,0.0951,23,0.9251,"QM (4, 23) = 0.0699, p =0.9905","no_significant_positive","0.9251"
"m_region","Physical capital","Livestock owned (1= yes)","Latin America and the Caribbean",-0.0637,-0.6512,0.5239,-0.2241,23,0.8246,"QM (4, 23) = 0.0699, p =0.9905","no_significant_negative","0.8246"
"m_region","Physical capital","Livestock owned (1= yes)","Northern America",-0.0107,-0.2192,0.1979,-0.1059,23,0.9166,"QM (4, 23) = 0.0699, p =0.9905","no_significant_negative","0.9166"
"m_region","Physical capital","Plot size (continuous)","Africa",0.1959,0.0208,0.371,2.3416,19,0.0303,"QM (2, 19) = 2.9134, p =0.0788","significant_positive","0.0303*"
"m_region","Physical capital","Plot size (continuous)","Asia",-0.0631,-0.2883,0.1621,-0.5864,19,0.5645,"QM (2, 19) = 2.9134, p =0.0788","no_significant_negative","0.5645"
"m_region","Biophysical","Soil fertility (1= high)","Africa",-2e-04,-0.028,0.0277,-0.0136,18,0.9893,"QM (2, 18) = 1.1584, p =0.3363","no_significant_negative","0.9893"
"m_region","Biophysical","Soil fertility (1= high)","Asia",0.0264,-0.01,0.0628,1.5221,18,0.1454,"QM (2, 18) = 1.1584, p =0.3363","no_significant_positive","0.1454"
"m_region","Social capital","Relatives and friends (number)","Africa",0.0241,0.0081,0.04,3.1598,19,0.0052,"QM (2, 19) = 5.2451, p =0.0154","significant_positive","0.0052**"
"m_region","Social capital","Relatives and friends (number)","Asia",-0.0086,-0.034,0.0168,-0.7112,19,0.4856,"QM (2, 19) = 5.2451, p =0.0154","no_significant_negative","0.4856"
"m_region","Social capital","Communicate with other farmers (1= yes)","Africa",0.1457,0.0863,0.2051,5.2973,13,1e-04,"QM (3, 13) = 11.0009, p =7e-04","significant_positive","1e-04***"
"m_region","Social capital","Communicate with other farmers (1= yes)","Asia",0.0378,-0.006,0.0817,1.8634,13,0.0851,"QM (3, 13) = 11.0009, p =7e-04","no_significant_positive","0.0851"
"m_region","Social capital","Communicate with other farmers (1= yes)","Northern America",0.0381,-0.0298,0.1061,1.2122,13,0.247,"QM (3, 13) = 11.0009, p =7e-04","no_significant_positive","0.247"
"m_region","Technical information","Use of DFS (1= yes)","Africa",0.0502,-0.0312,0.1316,1.2912,19,0.2121,"QM (3, 19) = 1.5186, p =0.242","no_significant_positive","0.2121"
"m_region","Technical information","Use of DFS (1= yes)","Asia",0.1492,-0.2074,0.5058,0.8758,19,0.3921,"QM (3, 19) = 1.5186, p =0.242","no_significant_positive","0.3921"
"m_region","Technical information","Use of DFS (1= yes)","Northern America",0.1673,-0.0731,0.4078,1.4565,19,0.1616,"QM (3, 19) = 1.5186, p =0.242","no_significant_positive","0.1616"
"m_region","Financial capital","Receive support for conservation (1= yes)","Africa",0.019,-0.0876,0.1256,0.3747,18,0.7123,"QM (4, 18) = 2.5904, p =0.0716","no_significant_positive","0.7123"
"m_region","Financial capital","Receive support for conservation (1= yes)","Asia",-0.0854,-0.2696,0.0987,-0.9745,18,0.3427,"QM (4, 18) = 2.5904, p =0.0716","no_significant_negative","0.3427"
"m_region","Financial capital","Receive support for conservation (1= yes)","Europe",0.276,0.0754,0.4767,2.8899,18,0.0098,"QM (4, 18) = 2.5904, p =0.0716","significant_positive","0.0098**"
"m_region","Financial capital","Receive support for conservation (1= yes)","Northern America",0.0566,-0.0673,0.1804,0.9592,18,0.3502,"QM (4, 18) = 2.5904, p =0.0716","no_significant_positive","0.3502"
"m_region","Socio-demographic","Marital status (1= married)","Africa",0.0053,-0.0506,0.0613,0.2024,16,0.8421,"QM (2, 16) = 0.0413, p =0.9597","no_significant_positive","0.8421"
"m_region","Socio-demographic","Marital status (1= married)","Asia",0.0103,-0.0964,0.117,0.2038,16,0.8411,"QM (2, 16) = 0.0413, p =0.9597","no_significant_positive","0.8411"
"m_region","Financial capital","Non-farm income (continuous)","Africa",0.2201,0.0358,0.4045,2.5193,17,0.0221,"QM (4, 17) = 1.6201, p =0.2149","significant_positive","0.0221*"
"m_region","Financial capital","Non-farm income (continuous)","Asia",-0.0137,-0.3267,0.2994,-0.0921,17,0.9277,"QM (4, 17) = 1.6201, p =0.2149","no_significant_negative","0.9277"
"m_region","Financial capital","Non-farm income (continuous)","Europe",0.1074,-0.6005,0.8154,0.3202,17,0.7527,"QM (4, 17) = 1.6201, p =0.2149","no_significant_positive","0.7527"
"m_region","Financial capital","Non-farm income (continuous)","Northern America",-0.0487,-0.7309,0.6334,-0.1508,17,0.8819,"QM (4, 17) = 1.6201, p =0.2149","no_significant_negative","0.8819"
"m_sub_region","Socio-demographic","Gender (1= male)","Central America",0.0637,-0.3189,0.4462,0.3294,125,0.7424,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.7424"
"m_sub_region","Socio-demographic","Gender (1= male)","Eastern Africa",-0.0057,-0.0523,0.0409,-0.2437,125,0.8078,"QM (11, 125) = 0.234, p =0.9947","no_significant_negative","0.8078"
"m_sub_region","Socio-demographic","Gender (1= male)","Eastern Asia",-0.0036,-0.2648,0.2576,-0.0273,125,0.9782,"QM (11, 125) = 0.234, p =0.9947","no_significant_negative","0.9782"
"m_sub_region","Socio-demographic","Gender (1= male)","Eastern Europe",0.0397,-0.234,0.3134,0.287,125,0.7746,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.7746"
"m_sub_region","Socio-demographic","Gender (1= male)","Middle Africa",0.0208,-0.1049,0.1465,0.3275,125,0.7438,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.7438"
"m_sub_region","Socio-demographic","Gender (1= male)","Northern America",0.0451,-0.0804,0.1706,0.711,125,0.4784,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.4784"
"m_sub_region","Socio-demographic","Gender (1= male)","South-eastern Asia",0.0209,-0.0904,0.1321,0.3708,125,0.7114,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.7114"
"m_sub_region","Socio-demographic","Gender (1= male)","Southern Africa",0.0704,-0.1554,0.2963,0.6172,125,0.5382,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.5382"
"m_sub_region","Socio-demographic","Gender (1= male)","Southern Asia",0.008,-0.1594,0.1754,0.0943,125,0.9251,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.9251"
"m_sub_region","Socio-demographic","Gender (1= male)","Southern Europe",0.1046,-0.1642,0.3734,0.7702,125,0.4426,"QM (11, 125) = 0.234, p =0.9947","no_significant_positive","0.4426"
